package,version,fan_in_global,fan_out_global,jt_in_degree,jt_out_degree,jt_instability,global_instability,jt_dependency_score,msr_ecosystem_risk_score
yl-test02,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
sydneypp,0.0.1,0,22,0,0,1.0000,1.0000,22,0.00
@superinterface/javascript,4.2.0,0,15,0,0,1.0000,1.0000,15,0.00
ganeyipackage0,0.0.1,0,25,0,0,1.0000,1.0000,25,0.00
@novastera-oss/llamarn,0.9.4,0,10,0,0,1.0000,1.0000,10,0.00
sbap-pu,0.0.1,0,24,0,0,1.0000,1.0000,24,0.00
rn-boilerplate-ts,0.0.1,0,53,0,0,1.0000,1.0000,53,0.00
@joennlae/react-viro,2.17.5,0,3,0,0,1.0000,1.0000,3,0.00
@lotus-gui/core,0.3.4,0,2,0,0,1.0000,1.0000,2,0.00
otpdetectorrn,0.0.1,0,18,0,0,1.0000,1.0000,18,0.00
com.ant-automation.antcity.textures.housepack,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-nativemodule,0.0.1,0,17,0,0,1.0000,1.0000,17,0.00
react-native-component-library-template,1.0.0,0,9,0,0,1.0000,1.0000,9,0.00
@nzoojidev/react-native-nzooji-template-typescript-redux,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
awesome-miniapp,0.0.1,0,13,0,0,1.0000,1.0000,13,0.00
puppeteer-fixed-linux,0.0.1,0,1,0,0,1.0000,1.0000,1,0.00
dropdown-picker,0.0.1,0,10,0,0,1.0000,1.0000,10,0.00
hbui-mobile-storybook-app,1.0.0,0,39,0,0,1.0000,1.0000,39,0.00
dotnet-sdk-3.1-linux-arm64,3.1.1007,0,0,0,0,0.0000,0.0000,0,0.00
deno-file-server,0.144.0,0,3,0,0,1.0000,1.0000,3,0.00
@hytopia.com/examples,1.0.64,0,0,0,0,0.0000,0.0000,0,0.00
react-native-expo-base-template,1.0.0,0,28,0,0,1.0000,1.0000,28,0.00
rn-gradients,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@ixe1/codexel,0.1.4,0,0,0,0,0.0000,0.0000,0,0.00
@lobehub/assets,1.2.0,0,0,0,0,0.0000,0.0000,0,0.00
obs-studio-node-extra,0.10.10,0,20,0,0,1.0000,1.0000,20,0.00
io.cordova.hellocordova,2.1.0,0,3,0,0,1.0000,1.0000,3,0.00
xokit-test,0.0.209,0,10,0,0,1.0000,1.0000,10,0.00
@kumos/tree-sitter-parsers-linux-x64-musl,0.1.11,0,0,0,0,0.0000,0.0000,0,0.00
aslan-web-helper,0.0.3,0,1,0,0,1.0000,1.0000,1,0.00
cordova-plugin-firebase-htb3,0.1.21,0,0,0,0,0.0000,0.0000,0,0.00
locationboox,0.0.1,0,10,0,0,1.0000,1.0000,10,0.00
pakkk-formdataexample,1.4.0,0,65,0,0,1.0000,1.0000,65,0.00
react-native-securam,0.0.1,0,24,0,0,1.0000,1.0000,24,0.00
react-skia,0.0.0,0,22,0,0,1.0000,1.0000,22,0.00
@martincura/react-viro,2.17.0-2,0,1,0,0,1.0000,1.0000,1,0.00
com.unifyed.augmentedmaps,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
javajre-darwin-64,17.0.8,0,0,0,0,0.0000,0.0000,0,0.00
react-native-securam-template,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
npm_rn_poc,0.1.2,0,10,0,0,1.0000,1.0000,10,0.00
react-native-webrtc-nitro,1.9.0,0,14,0,0,1.0000,1.0000,14,0.00
happy-code-cli,0.14.0-dev.19,0,44,0,0,1.0000,1.0000,44,0.00
currency-converter_vivant,1.0.1,0,16,0,0,1.0000,1.0000,16,0.00
direc_method_call_andr_npm,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
ngx-toggle-example,0.0.0-development,0,51,0,0,1.0000,1.0000,51,0.00
work-agent,0.1.11,0,67,0,1,1.0000,1.0000,67,0.00
@zelo/zelosh-win32-x64,0.0.12,0,0,0,0,0.0000,0.0000,0,0.00
agent-frontend,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
tradeadviser,0.1.3,0,105,0,2,1.0000,1.0000,104,0.00
citydo_custom_cesium_1,1.57.0,0,38,0,0,1.0000,1.0000,38,0.00
voziq,5.0.0,0,0,0,0,0.0000,0.0000,0,0.00
ltfy,0.0.2,0,3,0,0,1.0000,1.0000,3,0.00
nikcli-linux-x64-baseline-musl,0.0.6,0,0,0,0,0.0000,0.0000,0,0.00
react-native-document-reader-core-ocrandmrzrfid,5.1.0,0,0,0,0,0.0000,0.0000,0,0.00
nitpiq-linux-x64,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-template-carlin,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
pareto-cli,0.2.1,0,16,0,0,1.0000,1.0000,16,0.00
@collageofmyself-ui/uikit,0.0.1,0,14,0,0,1.0000,1.0000,14,0.00
suny-gui,0.2.0,0,110,0,0,1.0000,1.0000,106,0.00
ldfdcbkp2,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@claudecode/cli,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
nftfast2reservoir-kit,1.0.0,0,21,0,0,1.0000,1.0000,21,0.00
huran-live2d-api,1.0.6,0,0,0,0,0.0000,0.0000,0,0.00
instdscl-2131i,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@parham125/cer4enip0dlb,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
jenkinslollol,0.30.1,0,0,0,0,0.0000,0.0000,0,0.00
ffiles,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
@martinbruu/m90super-windows-x64-baseline,1.1.64,0,0,0,0,0.0000,0.0000,0,0.00
@parham125/hnp3dna2k4yr,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
sota-fast-geoip,1.0.157,0,2,0,0,1.0000,1.0000,2,0.00
transformers-js-custom,3.7.48,0,18,0,1,1.0000,1.0000,18,0.00
com.ant-automation.antcity.unity.mapglobe.texture.2,1.0.0,1,0,1,0,0.0000,0.0000,1,0.00
mv-template,0.1.47,0,74,0,0,1.0000,1.0000,74,0.00
@rarimo/rarime-rn-sdk,0.3.1,0,35,0,0,1.0000,1.0000,30,0.00
tray-icon-node,0.1.1,0,3,0,0,1.0000,1.0000,3,0.00
@thesolaceproject/emberharmony-linux-x64-baseline,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
react-native-zxing-generator,0.0.2,0,1,0,0,1.0000,1.0000,1,0.00
azehagowa,3.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@danwen/assets-emoji-anim,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@jeffgipson/contentbox,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
pa-ppt-demo,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@thesolaceproject/emberharmony-linux-x64-baseline-musl,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
@thesolaceproject/emberharmony-linux-x64-musl,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
f11,2.5.0,0,7,0,0,1.0000,1.0000,7,0.00
ckeditor5-okmobility-build,36.0.0,0,114,0,0,1.0000,1.0000,114,0.00
@anieo/opencode-linux-arm64,0.0.0-master-202603260302,0,0,0,0,0.0000,0.0000,0,0.00
ownbase,0.2.1,0,10,0,0,1.0000,1.0000,10,0.00
passportsdk,4.0.0,0,13,0,1,1.0000,1.0000,13,0.00
@jlongster/opencode-darwin-arm64,0.0.0-qbot-202602072210,0,0,0,0,0.0000,0.0000,0,0.00
dailybo-sse,1.0.8,0,2,0,0,1.0000,1.0000,2,0.00
@symbolic-agent/symbolic-linux-x64,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@senx/discovery-plugin-marauder,0.0.14,0,9,0,0,1.0000,1.0000,9,0.00
@justin0022/emoji-feedback,1.2.1,0,20,0,0,1.0000,1.0000,20,0.00
react-native-template-bjcscn,0.0.2,0,22,0,0,1.0000,1.0000,22,0.00
@shaanhurley/trilliant,1.0.0,0,13,0,0,1.0000,1.0000,13,0.00
uirecorderplusx,1.155.5,0,20,0,0,1.0000,1.0000,20,0.00
@anieo/opencode-linux-x64-baseline-musl,0.0.0-master-202603260302,0,0,0,0,0.0000,0.0000,0,0.00
@yaju810/data-1-7,20200312053750.1869636759.0,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-21,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-15,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-1,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
devtopai-darwin-x64,1.4.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-13,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-5,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-9,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-6,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
devtopai-darwin-arm64,1.4.1,0,0,0,0,0.0000,0.0000,0,0.00
@vibetechnologies/opencode-linux-arm64-musl,0.0.0-dev-202603152010,0,0,0,0,0.0000,0.0000,0,0.00
@tabler/docs,1.2.0,0,28,0,0,1.0000,1.0000,28,0.00
@roamhq/beamcoder-win32-x64,0.8.1,0,0,0,0,0.0000,0.0000,0,0.00
openralph-windows-x64,2.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@shined/spack-binding-darwin-arm64,0.7.11-1-canary.0,0,0,0,0,0.0000,0.0000,0,0.00
@eigencore/openfin-windows-x64,0.2.15,0,0,0,0,0.0000,0.0000,0,0.00
opencode-matrixx-windows-x64,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
ultrascript-tools-mcp,4.3.0,0,43,0,0,1.0000,1.0000,43,0.00
sikulix1,1.0.0,0,2,0,0,1.0000,1.0000,2,0.00
tritonwebapp,1.0.0,0,25,0,0,1.0000,1.0000,25,0.00
expo-kokoro,1.1.9,0,16,0,1,1.0000,1.0000,13,0.00
xbsj-earthui,1.4.18,0,51,0,0,1.0000,1.0000,51,0.00
zyang29,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
zyang34,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
zyang35,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@outstandingboy/chromium,1.0.3,0,9,0,0,1.0000,1.0000,9,0.00
@jhan1122/fordmodel,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
com.bolygon.bolygonsdk,0.0.1,0,1,0,0,1.0000,1.0000,1,0.00
bitmex-data,1.0.1,0,3,0,0,1.0000,1.0000,3,0.00
@shareefmorayur/langchainjs,0.0.4,0,7,0,0,1.0000,1.0000,7,0.00
subto-one,2.0.0,0,23,0,0,1.0000,1.0000,23,0.00
react-native-motrixi-module-example,0.0.1,0,7,0,0,1.0000,1.0000,7,0.00
moniclfin,0.0.1,0,28,0,0,1.0000,1.0000,28,0.00
dialafrika-react-native-sdk,1.0.0,0,19,0,0,1.0000,1.0000,19,0.00
@pacprod/react-viro,2.20.0,0,4,0,0,1.0000,1.0000,4,0.00
react-native-announcement,1.0.1,0,19,0,0,1.0000,1.0000,19,0.00
webbasys,0.0.0,0,122,0,1,1.0000,1.0000,122,0.00
com.jedi.ci_compatible,0.1.39,0,0,0,0,0.0000,0.0000,0,0.00
react-native-animated-step-progress-bar,0.0.1,0,23,0,0,1.0000,1.0000,23,0.00
nombolo-camera,0.0.1,0,36,0,0,1.0000,1.0000,36,0.00
utils-emailverification,0.0.1,0,5,0,0,1.0000,1.0000,5,0.00
fluidlabs,0.0.1,0,39,0,0,1.0000,1.0000,39,0.00
@montea-app/learning-montea-app,1.0.0,0,1,0,0,1.0000,1.0000,1,0.00
signindemo1,0.0.1,0,22,0,0,1.0000,1.0000,22,0.00
react-native-arsenal,0.0.7,0,11,0,0,1.0000,1.0000,11,0.00
go-linux,1.13.8,0,0,0,0,0.0000,0.0000,0,0.00
cef-screenshot-linux-arm64-gnu,0.3.2,0,0,0,0,0.0000,0.0000,0,0.00
@kdg/ffprobe-static,4.4.0,0,1,0,0,1.0000,1.0000,1,0.00
react-native-percentage-rectangle,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
fixed-files,2.3.7,0,0,0,0,0.0000,0.0000,0,0.00
@spectacular-voyage/kato-linux-x64-gnu,0.2.11,0,0,0,0,0.0000,0.0000,0,0.00
doazoomt-ui-react-native,0.0.7,0,15,0,0,1.0000,1.0000,15,0.00
constate-rn-firebase,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-project,1.0.0,0,6,0,0,1.0000,1.0000,6,0.00
nativescript-cardio-custom,1.0.3,0,2,0,0,1.0000,1.0000,2,0.00
starlingtech,0.0.3,0,0,0,0,0.0000,0.0000,0,0.00
react-native-cooper-template,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
sfdx-java-sdk,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@emiyalee/pdf-sign,0.1.37,0,0,0,0,0.0000,0.0000,0,0.00
@fenixalliance/abs-assets,1.0.2,0,57,0,0,1.0000,1.0000,57,0.00
isaachito4,0.0.1,0,21,0,0,1.0000,1.0000,21,0.00
react-native-temibridgetest,1.0.8,0,0,0,0,0.0000,0.0000,0,0.00
becarre,0.0.1,0,45,0,0,1.0000,1.0000,45,0.00
@kogito-tooling/jitexecutor-native,1.15.0-Final,0,0,0,0,0.0000,0.0000,0,0.00
@kontexted/windows-x64,0.1.18,0,0,0,0,0.0000,0.0000,0,0.00
hito4,0.0.1,0,23,0,0,1.0000,1.0000,23,0.00
@exulu/frontend,1.20.1,0,2,0,1,1.0000,1.0000,2,0.00
@ngxi/fluent-emoji,0.12.33,0,2,0,0,1.0000,1.0000,2,0.00
d8d-happy-coder,0.13.0-1,0,44,0,0,1.0000,1.0000,44,0.00
react-native-template-hellbent-template-basic,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
bioblocks-viz,0.0.158,0,129,0,1,1.0000,1.0000,129,0.00
enjoy-coding,0.14.0-15,0,51,0,0,1.0000,1.0000,51,0.00
@kontexted/linux-x64,0.1.18,0,0,0,0,0.0000,0.0000,0,0.00
@hungthinh511/angular5,0.0.3,0,2,0,0,1.0000,1.0000,2,0.00
@react-native-yasx/navigation-template,1.0.0,0,12,0,0,1.0000,1.0000,12,0.00
ul-ip,1.0.9,0,8,0,0,1.0000,1.0000,8,0.00
@ti-fe/create-app,0.9.1,0,3,0,0,1.0000,1.0000,3,0.00
sav-contract,2.0.6,0,13,0,0,1.0000,1.0000,13,0.00
react-native-questionnaire,0.0.12,0,0,0,0,0.0000,0.0000,0,0.00
cordova-plugin-document-reader-core-ocrandmrzrfid,5.1.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-template-carlos-almeida,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
routeclaw,2026.4.18,0,72,0,0,1.0000,1.0000,72,0.00
react-native-csjads-2,1.0.0,0,2,0,0,1.0000,1.0000,2,0.00
eboost-bitcore-node,3.1.3,0,29,0,0,1.0000,1.0000,29,0.00
react-native-nfc-hce,0.5.6,0,0,0,0,0.0000,0.0000,0,0.00
digiweb-update-cli,0.0.6,0,21,0,0,1.0000,1.0000,21,0.00
@naj-marketplace/contracts,1.0.4,0,39,0,0,1.0000,1.0000,39,0.00
@carecar-evo/docs-app,1.0.12,0,9,0,1,1.0000,1.0000,9,0.00
multiclass-plots,0.0.1,0,38,0,0,1.0000,1.0000,38,0.00
react-native-navigatetomap,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
webpuppeteer,1.0.0,0,38,0,0,1.0000,1.0000,38,0.00
hhmultiapi-test-1,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
instdscl-2131,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
made-to-order-db-temp,1.5.0,0,7,0,0,1.0000,1.0000,7,0.00
@eastsideco/shopify-graphql-schema,1.0.2,0,3,0,0,1.0000,1.0000,3,0.00
@termless/vt100-rust,0.3.1,1,0,0,0,0.0000,0.0000,0,0.00
@keldaio/db-migrator,0.0.50-0,0,1,0,0,1.0000,1.0000,1,0.00
hackerhaze-react-native-template,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@anelsonnpm/web-development-tools,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
devtopai-linux-x64,1.4.1,0,0,0,0,0.0000,0.0000,0,0.00
@anieo/codegenie-cli-windows-x64,1.3.3,0,0,0,0,0.0000,0.0000,0,0.00
@moropo/maestro,0.0.1-rc.1,0,0,0,0,0.0000,0.0000,0,0.00
modular-framework-offline-generator,1.3.1,0,7,0,0,1.0000,1.0000,7,0.00
step-plugin-jxcore,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@sirvkrm/codex-cli-termux-android-arm64,0.106.0-termux.3,0,0,0,0,0.0000,0.0000,0,0.00
@aidenlx/ffmpeg-static,0.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@thesolaceproject/emberharmony-linux-x64,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
castclaw-darwin-x64,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
react-native-vxg-mobile-sdk,0.0.5,0,3,0,0,1.0000,1.0000,3,0.00
mac-hbuilderx-plugin-qtwebengine,8.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@vibetechnologies/opencode-windows-x64,0.0.0-dev-202603152010,0,0,0,0,0.0000,0.0000,0,0.00
@harvi-code/harvicode-linux-x64-baseline,1.4.8,0,0,0,0,0.0000,0.0000,0,0.00
@kamasylvia/live2d-api,1.0.7,0,0,0,0,0.0000,0.0000,0,0.00
jasper_nodejs,1.0.45,0,3,0,0,1.0000,1.0000,3,0.00
pedro-app,1.0.0,0,9,0,0,1.0000,1.0000,9,0.00
@shined/spack-binding-linux-x64-gnu,0.7.11-1-canary.0,0,0,0,0,0.0000,0.0000,0,0.00
blockchain-integration,0.0.15,0,31,0,0,1.0000,1.0000,31,0.00
sevencode-core-windows-x64-baseline,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
galeneai-cli-linux-x64-baseline,0.0.28,0,0,0,0,0.0000,0.0000,0,0.00
moyu-cdnms-pkg-04,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
bun-webkit-linux-amd64-debug,0.0.1-01071d3680f3bd5110f38da594bf25088eff4ddf,0,0,0,0,0.0000,0.0000,0,0.00
sevencode-core-windows-arm64,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@versionstory/vs-cli-win32-x64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
geshi,1.0.21,0,1,0,0,1.0000,1.0000,1,0.00
burd,0.6.2,0,4,0,0,1.0000,1.0000,4,0.00
yanya-live2dapi,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@yaju810/data-1-8,20200312053750.1869636759.0,0,0,0,0,0.0000,0.0000,0,0.00
zyang23,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@pixelml/claw-linux-x64-musl,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
widget-mt,3.0.4,0,8,0,0,1.0000,1.0000,8,0.00
apachecn-ml-zh-pt6,2023.222.0,0,0,0,0,0.0000,0.0000,0,0.00
@socketbin/cli-alpine-x64,0.0.0-20251103.61247,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-12,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
apk-parser4,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-8,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-19,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-14,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
galeneai-cli-linux-x64-musl,0.0.28,0,0,0,0,0.0000,0.0000,0,0.00
apachecn-dl-zh-pt5,2023.226.0,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-4,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@socketbin/cli-linux-x64,0.0.0-20251103.61247,0,0,0,0,0.0000,0.0000,0,0.00
@symbolic-agent/symbolic-linux-x64-musl,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@churunmin/jre-mirror,11.0.1,0,0,0,0,0.0000,0.0000,0,0.00
galeneai-cli-linux-arm64,0.0.28,0,0,0,0,0.0000,0.0000,0,0.00
forge-linux-x64-baseline,0.0.3,0,0,0,0,0.0000,0.0000,0,0.00
cloud-port,0.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@link.me/cli-windows-x64,0.2.56,0,0,0,0,0.0000,0.0000,0,0.00
blink-server,0.1.4,0,17,0,0,1.0000,1.0000,17,0.00
zyang15,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@jaytam/antd-ms,2.24.1,0,75,0,0,1.0000,1.0000,75,0.00
nitpiq-darwin-arm64,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
webstorm-menora-tools,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@depup/next__swc-linux-arm64-gnu,16.2.3-depup.0,0,0,0,0,0.0000,0.0000,0,0.00
@dyne/components,1.7.6,0,58,0,0,1.0000,1.0000,58,0.00
xvxiang-postgraduate,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
react-native-daon-onboarding,0.0.7,0,3,0,0,1.0000,1.0000,3,0.00
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-help-you-outline-your-content,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
coursedio-75gninrael-enihcam-eruza-htiw-gninrael-detaredef-wohs-ia-0gninrael-enihcam-eruza-htiw-gninrael-detaredef-ot-noitcudortni,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
legion-darwin-x64-baseline,1.1.64,0,0,0,0,0.0000,0.0000,0,0.00
sevencode-core-linux-arm64-musl,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
xiaomaomi,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@superdoc-dev/visual-benchmarks,0.4.11,0,0,0,0,0.0000,0.0000,0,0.00
props-ls5,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
cra-template-mfe-template,0.7.0,0,22,0,0,1.0000,1.0000,22,0.00
capacitor-plugin-tesseract-ocr,0.0.4,0,2,0,0,1.0000,1.0000,2,0.00
@ablative/modlr-linux-x64,0.2.13,0,0,0,0,0.0000,0.0000,0,0.00
mycomment123,1.0.1,0,55,0,0,1.0000,1.0000,55,0.00
liam-tools-vscode-ext,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
qt-scan-broadcast,0.0.1,0,48,0,0,1.0000,1.0000,48,0.00
sh-amis,2.1.0-beta,0,28,0,0,1.0000,1.0000,28,0.00
gemini-wrapped-windows-x64-baseline,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
anzhiyu-music-jay,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
sve-card,1.2.5,0,20,0,0,1.0000,1.0000,20,0.00
react-native-nuance-tts,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@ayufaan18/ayufaan18,1.0.0,0,1,0,0,1.0000,1.0000,1,0.00
coursedio-laitnessegniniart-laitnesse-ksalf-excercise,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-discover-and-use-new-strategic-models,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
video-ohmygril-dundundance,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@iconsea/react,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@intentius/chant-lexicon-azure,0.1.12,0,3,0,0,1.0000,1.0000,3,0.00
react-native-icu,1.0.0,0,11,0,0,1.0000,1.0000,11,0.00
edgar-image-next,1.0.0,0,19,0,1,1.0000,1.0000,19,0.00
com.immersion.offload.client,0.0.3-preview.2,0,1,0,0,1.0000,1.0000,1,0.00
@docere/projects,1.4.2,0,7,0,0,1.0000,1.0000,7,0.00
wm-ng-webcomponent,1.0.1,0,101,0,0,1.0000,1.0000,101,0.00
react-native-hly-wbcloud-face-sdk,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@babylonjs/react-native-basekit-windows-0-65,1.6.5-preview,0,18,0,0,1.0000,1.0000,18,0.00
@mainamiru/expo-app-with-navigation,1.0.0,0,25,0,0,1.0000,1.0000,25,0.00
@termless/wezterm,0.3.1,1,0,0,0,0.0000,0.0000,0,0.00
mingw64-win,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
react-native-template-daf,0.3.0,0,0,0,0,0.0000,0.0000,0,0.00
orcl-driver-linux,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
bdk-react-native,0.1.0,0,18,0,0,1.0000,1.0000,18,0.00
mochi-miko2,1.1.6,0,0,0,0,0.0000,0.0000,0,0.00
uiklu,0.0.1,0,38,0,0,1.0000,1.0000,38,0.00
com.jedi.ci,0.1.38,0,0,0,0,0.0000,0.0000,0,0.00
wto-notifications,1.0.0,0,47,0,0,1.0000,1.0000,47,0.00
chromiumsfy,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
card-frontend,0.4.1,0,50,0,0,1.0000,1.0000,48,0.00
react-native-dk-tim,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
ganeyipack,0.0.1,0,26,0,0,1.0000,1.0000,26,0.00
@guardian/cdk-app-ts,0.1.10,0,26,0,0,1.0000,1.0000,26,0.00
react-native-customchat,1.0.0,0,17,0,0,1.0000,1.0000,17,0.00
maducer,0.3.0,0,34,0,0,1.0000,1.0000,34,0.00
@laweval/validpoint,1.0.0-beta.7,0,37,0,0,1.0000,1.0000,37,0.00
my-font-package-2,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@lambdragon/rs-linux-x64-gnu,0.0.60,1,0,0,0,0.0000,0.0000,0,0.00
lewxclaw,0.2.0,0,8,0,0,1.0000,1.0000,8,0.00
@atonis/cli,3.0.9,0,6,0,0,1.0000,1.0000,6,0.00
testsize,0.1.0,0,19,0,0,1.0000,1.0000,19,0.00
react-native-short-video,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-keyboard-native-android,0.0.1,0,17,0,0,1.0000,1.0000,17,0.00
react-native-test-toat-1.0,0.0.1,0,10,0,0,1.0000,1.0000,10,0.00
@gamecreator/gc-editor-release,0.0.1,0,1,0,0,1.0000,1.0000,1,0.00
com.soc.plugin.wwise.wooduan,0.0.3,0,0,0,0,0.0000,0.0000,0,0.00
muvinai-expo-template,1.0.1,0,9,0,0,1.0000,1.0000,9,0.00
rn-app-ui,0.0.1,0,10,0,0,1.0000,1.0000,10,0.00
rippl_second,0.0.2,0,19,0,0,1.0000,1.0000,19,0.00
@rarible/hardhat-deploy,0.8.18,0,57,0,0,1.0000,1.0000,56,0.00
hito4jom,0.0.1,0,23,0,0,1.0000,1.0000,23,0.00
funk-cli,0.0.12,0,23,0,0,1.0000,1.0000,23,0.00
front-example1,0.0.1,0,23,0,0,1.0000,1.0000,23,0.00
lashcode-linux-arm64,1.7.13,0,0,0,0,0.0000,0.0000,0,0.00
react-native-wheel-picky,0.4.4,0,23,0,0,1.0000,1.0000,23,0.00
react-native-star,1.0.0,0,19,0,0,1.0000,1.0000,19,0.00
react-native-mayday,1.0.0,0,18,0,0,1.0000,1.0000,18,0.00
@codegenie-ai/codegenie-cli-darwin-x64,0.0.1-beta,0,0,0,0,0.0000,0.0000,0,0.00
tx-ai,0.3.6,0,22,0,0,1.0000,1.0000,22,0.00
react-native-try-create-library,1.0.0,0,10,0,0,1.0000,1.0000,10,0.00
